3.079377e-02	-1.757842e-02	-5.584605e-02	
1.727961e-02	6.027375e-02	-2.591719e-02	
9.276974e-03	2.377037e-02	1.238909e-01	
2.309333e-02	-3.403049e-02	1.068697e-01	
2.950758e-02	-4.199245e-03	-1.157398e-02	
1.026508e-02	6.447653e-02	-3.959712e-02	
-2.876871e-02	7.061991e-02	1.070926e-03	
-6.073750e-02	7.064490e-03	-3.304632e-02	
-4.048342e-02	-8.212937e-02	-2.591263e-02	
1.110521e-02	-9.373404e-02	-3.179675e-02	
3.526150e-02	-1.480910e-02	-5.850836e-02	
1.752437e-02	7.220689e-02	-3.251583e-02	
-2.240836e-02	7.121075e-02	3.380794e-02	
-2.674817e-02	-3.427408e-02	7.316012e-02	
9.897955e-03	-8.002133e-02	1.366864e-02	
3.079377e-02	-1.757842e-02	-5.584605e-02	
1.727961e-02	6.027375e-02	-2.591719e-02	
9.276974e-03	2.377037e-02	1.238909e-01	
2.309333e-02	-3.403049e-02	1.068697e-01	
2.950758e-02	-4.199245e-03	-1.157398e-02	
1.026508e-02	6.447653e-02	-3.959712e-02	
-2.622429e-02	6.363589e-02	1.736864e-02	
-2.802542e-02	-3.775015e-02	6.377681e-02	
9.608584e-03	-8.103545e-02	1.044002e-02	
3.075371e-02	-1.774817e-02	-5.645384e-02	
1.727842e-02	6.026779e-02	-2.593945e-02	
9.276974e-03	2.377037e-02	1.238909e-01	
2.309333e-02	-3.403049e-02	1.068697e-01	
2.950758e-02	-4.199245e-03	-1.157398e-02	
1.026508e-02	6.447653e-02	-3.959712e-02	
-2.876871e-02	7.061991e-02	1.070926e-03	
-6.073750e-02	7.064490e-03	-3.304632e-02	
-4.048342e-02	-8.212937e-02	-2.591263e-02	
1.110521e-02	-9.373404e-02	-3.179675e-02	
3.526150e-02	-1.480910e-02	-5.850836e-02	
1.752437e-02	7.220689e-02	-3.251583e-02	
-2.495278e-02	7.819477e-02	1.751023e-02	
-5.946025e-02	1.054056e-02	-2.366301e-02	
-4.019405e-02	-8.111525e-02	-2.268401e-02	
1.114527e-02	-9.356430e-02	-3.118896e-02	
3.526269e-02	-1.480314e-02	-5.848610e-02	
1.752437e-02	7.220689e-02	-3.251583e-02	
-2.240836e-02	7.121075e-02	3.380794e-02	
-2.674817e-02	-3.427408e-02	7.316012e-02	
9.897955e-03	-8.002133e-02	1.366864e-02	
3.079377e-02	-1.757842e-02	-5.584605e-02	
1.727961e-02	6.027375e-02	-2.591719e-02	
9.276974e-03	2.377037e-02	1.238909e-01	
2.309333e-02	-3.403049e-02	1.068697e-01	
2.950758e-02	-4.199245e-03	-1.157398e-02	
1.026508e-02	6.447653e-02	-3.959712e-02	
-2.876871e-02	7.061991e-02	1.070926e-03	
-6.073750e-02	7.064490e-03	-3.304632e-02	
-4.048342e-02	-8.212937e-02	-2.591263e-02	
1.110521e-02	-9.373404e-02	-3.179675e-02	
3.526150e-02	-1.480910e-02	-5.850836e-02	
2.006879e-02	6.522287e-02	-1.621811e-02	
1.030373e-02	2.639611e-02	1.306311e-01	
2.334383e-02	-3.318016e-02	1.095128e-01	
2.954645e-02	-4.035458e-03	-1.098845e-02	
1.026627e-02	6.448249e-02	-3.957486e-02	
-2.622429e-02	6.363589e-02	1.736864e-02	
-2.802542e-02	-3.775015e-02	6.377681e-02	
9.608584e-03	-8.103545e-02	1.044002e-02	
3.075371e-02	-1.774817e-02	-5.645384e-02	
1.727842e-02	6.026779e-02	-2.593945e-02	
9.276974e-03	2.377037e-02	1.238909e-01	
2.309333e-02	-3.403049e-02	1.068697e-01	
2.950758e-02	-4.199245e-03	-1.157398e-02	
1.026508e-02	6.447653e-02	-3.959712e-02	
-2.622429e-02	6.363589e-02	1.736864e-02	
-2.802542e-02	-3.775015e-02	6.377681e-02	
9.608584e-03	-8.103545e-02	1.044002e-02	
3.075371e-02	-1.774817e-02	-5.645384e-02	
1.473400e-02	6.725181e-02	-4.223717e-02	
-2.597953e-02	7.556903e-02	1.077000e-02	
-5.971075e-02	9.690229e-03	-2.630610e-02	
-4.023292e-02	-8.127904e-02	-2.326954e-02	
1.114408e-02	-9.357026e-02	-3.121122e-02	
3.526269e-02	-1.480314e-02	-5.848610e-02	
1.752437e-02	7.220689e-02	-3.251583e-02	
-2.495278e-02	7.819477e-02	1.751023e-02	
-5.946025e-02	1.054056e-02	-2.366301e-02	
-4.019405e-02	-8.111525e-02	-2.268401e-02	
1.114527e-02	-9.356430e-02	-3.118896e-02	
3.526269e-02	-1.480314e-02	-5.848610e-02	
2.006879e-02	6.522287e-02	-1.621811e-02	
1.030373e-02	2.639611e-02	1.306311e-01	
2.334383e-02	-3.318016e-02	1.095128e-01	
2.954645e-02	-4.035458e-03	-1.098845e-02	
1.026627e-02	6.448249e-02	-3.957486e-02	
-2.622429e-02	6.363589e-02	1.736864e-02	
-2.802542e-02	-3.775015e-02	6.377681e-02	
9.608584e-03	-8.103545e-02	1.044002e-02	
3.075371e-02	-1.774817e-02	-5.645384e-02	
1.473400e-02	6.725181e-02	-4.223717e-02	
-2.597953e-02	7.556903e-02	1.077000e-02	
-5.971075e-02	9.690229e-03	-2.630610e-02	
-4.023292e-02	-8.127904e-02	-2.326954e-02	
1.114408e-02	-9.357026e-02	-3.121122e-02	
3.526269e-02	-1.480314e-02	-5.848610e-02	
2.006879e-02	6.522287e-02	-1.621811e-02	
1.030373e-02	2.639611e-02	1.306311e-01	
2.334383e-02	-3.318016e-02	1.095128e-01	
2.954645e-02	-4.035458e-03	-1.098845e-02	
1.026627e-02	6.448249e-02	-3.957486e-02	
-2.622429e-02	6.363589e-02	1.736864e-02	
-2.802542e-02	-3.775015e-02	6.377681e-02	
9.608584e-03	-8.103545e-02	1.044002e-02	
3.075371e-02	-1.774817e-02	-5.645384e-02	
1.473400e-02	6.725181e-02	-4.223717e-02	
-2.597953e-02	7.556903e-02	1.077000e-02	
-6.225517e-02	1.667425e-02	-4.260382e-02	
-7.548942e-02	-2.948038e-02	-1.363904e-01	
-7.166000e-02	-4.984954e-02	-1.643870e-01	
-3.447781e-02	-9.188293e-02	-7.018166e-02	
1.840337e-02	-8.583990e-02	-2.412993e-02	
3.907862e-02	-7.228282e-03	-4.204680e-02	
1.880162e-02	7.568296e-02	-2.313252e-02	
-2.211899e-02	7.222487e-02	3.703656e-02	
-2.670811e-02	-3.410433e-02	7.376792e-02	
9.899143e-03	-8.001537e-02	1.369090e-02	
3.079377e-02	-1.757842e-02	-5.584605e-02	
1.727961e-02	6.027375e-02	-2.591719e-02	
9.276974e-03	2.377037e-02	1.238909e-01	
2.309333e-02	-3.403049e-02	1.068697e-01	
2.950758e-02	-4.199245e-03	-1.157398e-02	
1.026508e-02	6.447653e-02	-3.959712e-02	
-2.876871e-02	7.061991e-02	1.070926e-03	
-6.073750e-02	7.064490e-03	-3.304632e-02	
-4.048342e-02	-8.212937e-02	-2.591263e-02	
1.110521e-02	-9.373404e-02	-3.179675e-02	
3.526150e-02	-1.480910e-02	-5.850836e-02	
1.752437e-02	7.220689e-02	-3.251583e-02	
-2.240836e-02	7.121075e-02	3.380794e-02	
-2.674817e-02	-3.427408e-02	7.316012e-02	
9.897955e-03	-8.002133e-02	1.366864e-02	
3.079377e-02	-1.757842e-02	-5.584605e-02	
1.473519e-02	6.725777e-02	-4.221490e-02	
-2.597953e-02	7.556903e-02	1.077000e-02	
-5.971075e-02	9.690229e-03	-2.630610e-02	
-4.023292e-02	-8.127904e-02	-2.326954e-02	
1.114408e-02	-9.357026e-02	-3.121122e-02	
3.526269e-02	-1.480314e-02	-5.848610e-02	
2.006879e-02	6.522287e-02	-1.621811e-02	
1.030373e-02	2.639611e-02	1.306311e-01	
2.334383e-02	-3.318016e-02	1.095128e-01	
2.954645e-02	-4.035458e-03	-1.098845e-02	
1.281069e-02	5.749847e-02	-2.327714e-02	
6.487794e-03	1.882125e-02	1.141918e-01	
2.206658e-02	-3.665623e-02	1.001295e-01	
2.925708e-02	-5.049576e-03	-1.421707e-02	
1.022621e-02	6.431274e-02	-4.018265e-02	
-2.876990e-02	7.061395e-02	1.048662e-03	
-6.073750e-02	7.064490e-03	-3.304632e-02	
-4.048342e-02	-8.212937e-02	-2.591263e-02	
1.110521e-02	-9.373404e-02	-3.179675e-02	
3.526150e-02	-1.480910e-02	-5.850836e-02	
1.752437e-02	7.220689e-02	-3.251583e-02	
-2.240836e-02	7.121075e-02	3.380794e-02	
-2.674817e-02	-3.427408e-02	7.316012e-02	
9.897955e-03	-8.002133e-02	1.366864e-02	
3.079377e-02	-1.757842e-02	-5.584605e-02	
1.473519e-02	6.725777e-02	-4.221490e-02	
-2.597953e-02	7.556903e-02	1.077000e-02	
-5.971075e-02	9.690229e-03	-2.630610e-02	
-4.023292e-02	-8.127904e-02	-2.326954e-02	
1.114408e-02	-9.357026e-02	-3.121122e-02	
3.526269e-02	-1.480314e-02	-5.848610e-02	
1.752437e-02	7.220689e-02	-3.251583e-02	
-2.240836e-02	7.121075e-02	3.380794e-02	
-2.674817e-02	-3.427408e-02	7.316012e-02	
9.897955e-03	-8.002133e-02	1.366864e-02	
3.079377e-02	-1.757842e-02	-5.584605e-02	
1.727961e-02	6.027375e-02	-2.591719e-02	
9.276974e-03	2.377037e-02	1.238909e-01	
2.309333e-02	-3.403049e-02	1.068697e-01	
2.950758e-02	-4.199245e-03	-1.157398e-02	
1.026508e-02	6.447653e-02	-3.959712e-02	
-2.622429e-02	6.363589e-02	1.736864e-02	
-2.802542e-02	-3.775015e-02	6.377681e-02	
9.608584e-03	-8.103545e-02	1.044002e-02	
3.075371e-02	-1.774817e-02	-5.645384e-02	
1.473400e-02	6.725181e-02	-4.223717e-02	
-2.597953e-02	7.556903e-02	1.077000e-02	
-5.971075e-02	9.690229e-03	-2.630610e-02	
-4.023292e-02	-8.127904e-02	-2.326954e-02	
1.114408e-02	-9.357026e-02	-3.121122e-02	
3.526269e-02	-1.480314e-02	-5.848610e-02	
2.006879e-02	6.522287e-02	-1.621811e-02	
1.030373e-02	2.639611e-02	1.306311e-01	
2.334383e-02	-3.318016e-02	1.095128e-01	
2.954645e-02	-4.035458e-03	-1.098845e-02	
1.026627e-02	6.448249e-02	-3.957486e-02	
-2.876871e-02	7.061991e-02	1.070926e-03	
-6.073750e-02	7.064490e-03	-3.304632e-02	
-4.048342e-02	-8.212937e-02	-2.591263e-02	
1.110521e-02	-9.373404e-02	-3.179675e-02	
3.526150e-02	-1.480910e-02	-5.850836e-02	
1.752437e-02	7.220689e-02	-3.251583e-02	
-2.240836e-02	7.121075e-02	3.380794e-02	
-2.674817e-02	-3.427408e-02	7.316012e-02	
9.897955e-03	-8.002133e-02	1.366864e-02	
3.079377e-02	-1.757842e-02	-5.584605e-02	
1.727961e-02	6.027375e-02	-2.591719e-02	
9.276974e-03	2.377037e-02	1.238909e-01	
2.309333e-02	-3.403049e-02	1.068697e-01	
2.950758e-02	-4.199245e-03	-1.157398e-02	
1.280950e-02	5.749251e-02	-2.329940e-02	
6.487794e-03	1.882125e-02	1.141918e-01	
2.206658e-02	-3.665623e-02	1.001295e-01	
2.925708e-02	-5.049576e-03	-1.421707e-02	
1.022621e-02	6.431274e-02	-4.018265e-02	
-2.876990e-02	7.061395e-02	1.048662e-03	
-6.073750e-02	7.064490e-03	-3.304632e-02	
-4.048342e-02	-8.212937e-02	-2.591263e-02	
1.110521e-02	-9.373404e-02	-3.179675e-02	
3.526150e-02	-1.480910e-02	-5.850836e-02	
1.752437e-02	7.220689e-02	-3.251583e-02	
-2.240836e-02	7.121075e-02	3.380794e-02	
-2.674817e-02	-3.427408e-02	7.316012e-02	
9.897955e-03	-8.002133e-02	1.366864e-02	
3.079377e-02	-1.757842e-02	-5.584605e-02	
1.473519e-02	6.725777e-02	-4.221490e-02	
-2.343511e-02	6.858501e-02	2.706772e-02	
-2.699867e-02	-3.512441e-02	7.051704e-02	
9.859080e-03	-8.018512e-02	1.308311e-02	
3.079258e-02	-1.758438e-02	-5.586831e-02	
1.473519e-02	6.725777e-02	-4.221490e-02	
-2.597953e-02	7.556903e-02	1.077000e-02	
-5.971075e-02	9.690229e-03	-2.630610e-02	
-4.023292e-02	-8.127904e-02	-2.326954e-02	
1.114408e-02	-9.357026e-02	-3.121122e-02	
3.526269e-02	-1.480314e-02	-5.848610e-02	
2.006879e-02	6.522287e-02	-1.621811e-02	
1.030373e-02	2.639611e-02	1.306311e-01	
2.334383e-02	-3.318016e-02	1.095128e-01	
2.954645e-02	-4.035458e-03	-1.098845e-02	
1.281069e-02	5.749847e-02	-2.327714e-02	
6.487794e-03	1.882125e-02	1.141918e-01	
2.206658e-02	-3.665623e-02	1.001295e-01	
2.925708e-02	-5.049576e-03	-1.421707e-02	
1.022621e-02	6.431274e-02	-4.018265e-02	
-2.876990e-02	7.061395e-02	1.048662e-03	
-6.073750e-02	7.064490e-03	-3.304632e-02	
-4.048342e-02	-8.212937e-02	-2.591263e-02	
1.110521e-02	-9.373404e-02	-3.179675e-02	
3.526150e-02	-1.480910e-02	-5.850836e-02	
1.752437e-02	7.220689e-02	-3.251583e-02	
-2.240836e-02	7.121075e-02	3.380794e-02	
-2.674817e-02	-3.427408e-02	7.316012e-02	
9.897955e-03	-8.002133e-02	1.366864e-02	
3.079377e-02	-1.757842e-02	-5.584605e-02	
1.727961e-02	6.027375e-02	-2.591719e-02	
9.276974e-03	2.377037e-02	1.238909e-01	
2.309333e-02	-3.403049e-02	1.068697e-01	
2.950758e-02	-4.199245e-03	-1.157398e-02	
1.026508e-02	6.447653e-02	-3.959712e-02	
-2.622429e-02	6.363589e-02	1.736864e-02	
-2.802542e-02	-3.775015e-02	6.377681e-02	
9.608584e-03	-8.103545e-02	1.044002e-02	
3.075371e-02	-1.774817e-02	-5.645384e-02	
1.473400e-02	6.725181e-02	-4.223717e-02	
-2.597953e-02	7.556903e-02	1.077000e-02	
-5.971075e-02	9.690229e-03	-2.630610e-02	
-4.023292e-02	-8.127904e-02	-2.326954e-02	
1.114408e-02	-9.357026e-02	-3.121122e-02	
3.526269e-02	-1.480314e-02	-5.848610e-02	
1.752437e-02	7.220689e-02	-3.251583e-02	
-2.240836e-02	7.121075e-02	3.380794e-02	
-2.674817e-02	-3.427408e-02	7.316012e-02	
9.897955e-03	-8.002133e-02	1.366864e-02	
3.079377e-02	-1.757842e-02	-5.584605e-02	
1.727961e-02	6.027375e-02	-2.591719e-02	
9.276974e-03	2.377037e-02	1.238909e-01	
2.309333e-02	-3.403049e-02	1.068697e-01	
2.950758e-02	-4.199245e-03	-1.157398e-02	
1.026508e-02	6.447653e-02	-3.959712e-02	
-2.876871e-02	7.061991e-02	1.070926e-03	
-6.073750e-02	7.064490e-03	-3.304632e-02	
-4.048342e-02	-8.212937e-02	-2.591263e-02	
1.110521e-02	-9.373404e-02	-3.179675e-02	
3.526150e-02	-1.480910e-02	-5.850836e-02	
1.752437e-02	7.220689e-02	-3.251583e-02	
-2.495278e-02	7.819477e-02	1.751023e-02	
-5.946025e-02	1.054056e-02	-2.366301e-02	
-4.019405e-02	-8.111525e-02	-2.268401e-02	
1.114527e-02	-9.356430e-02	-3.118896e-02	
3.526269e-02	-1.480314e-02	-5.848610e-02	
2.006879e-02	6.522287e-02	-1.621811e-02	
1.030373e-02	2.639611e-02	1.306311e-01	
2.334383e-02	-3.318016e-02	1.095128e-01	
2.954645e-02	-4.035458e-03	-1.098845e-02	
1.026627e-02	6.448249e-02	-3.957486e-02	
-2.622429e-02	6.363589e-02	1.736864e-02	
-2.802542e-02	-3.775015e-02	6.377681e-02	
9.608584e-03	-8.103545e-02	1.044002e-02	
3.075371e-02	-1.774817e-02	-5.645384e-02	
1.727842e-02	6.026779e-02	-2.593945e-02	
9.276974e-03	2.377037e-02	1.238909e-01	
2.309333e-02	-3.403049e-02	1.068697e-01	
2.950758e-02	-4.199245e-03	-1.157398e-02	
1.026508e-02	6.447653e-02	-3.959712e-02	
-2.622429e-02	6.363589e-02	1.736864e-02	
-2.802542e-02	-3.775015e-02	6.377681e-02	
9.608584e-03	-8.103545e-02	1.044002e-02	
3.075371e-02	-1.774817e-02	-5.645384e-02	
1.473400e-02	6.725181e-02	-4.223717e-02	
-2.597953e-02	7.556903e-02	1.077000e-02	
-5.971075e-02	9.690229e-03	-2.630610e-02	
-4.023292e-02	-8.127904e-02	-2.326954e-02	
1.114408e-02	-9.357026e-02	-3.121122e-02	
3.526269e-02	-1.480314e-02	-5.848610e-02	
1.752437e-02	7.220689e-02	-3.251583e-02	
-2.240836e-02	7.121075e-02	3.380794e-02	
-2.674817e-02	-3.427408e-02	7.316012e-02	
9.897955e-03	-8.002133e-02	1.366864e-02	
3.079377e-02	-1.757842e-02	-5.584605e-02	
1.473519e-02	6.725777e-02	-4.221490e-02	
-2.597953e-02	7.556903e-02	1.077000e-02	
-5.971075e-02	9.690229e-03	-2.630610e-02	
-4.023292e-02	-8.127904e-02	-2.326954e-02	
1.114408e-02	-9.357026e-02	-3.121122e-02	
3.526269e-02	-1.480314e-02	-5.848610e-02	
2.006879e-02	6.522287e-02	-1.621811e-02	
1.030373e-02	2.639611e-02	1.306311e-01	
2.334383e-02	-3.318016e-02	1.095128e-01	
2.954645e-02	-4.035458e-03	-1.098845e-02	
1.026627e-02	6.448249e-02	-3.957486e-02	
-2.876871e-02	7.061991e-02	1.070926e-03	
-6.073750e-02	7.064490e-03	-3.304632e-02	
-4.048342e-02	-8.212937e-02	-2.591263e-02	
1.110521e-02	-9.373404e-02	-3.179675e-02	
3.526150e-02	-1.480910e-02	-5.850836e-02	
1.752437e-02	7.220689e-02	-3.251583e-02	
-2.240836e-02	7.121075e-02	3.380794e-02	
-2.674817e-02	-3.427408e-02	7.316012e-02	
9.897955e-03	-8.002133e-02	1.366864e-02	
3.079377e-02	-1.757842e-02	-5.584605e-02	
1.727961e-02	6.027375e-02	-2.591719e-02	
9.276974e-03	2.377037e-02	1.238909e-01	
2.309333e-02	-3.403049e-02	1.068697e-01	
